condition,curvature,weighting,loss_aversion,inverse_temperature,label_bias,fit_rmse,converged,boundary_parameters,label_gap,min_answer_mass,layer,answer_mass_below_0_95_count,max_relative_norm_error,requested_norm,scale_family,cosine_readout,cosine_persona,planted_probability_rmse,cpt_predictive_rmse,action_predictive_rmse
random_0_l48_sign+1,0.5048081265424901,1.5,0.3,9.52226381348626,-1.3184613144437296,0.3010373190539649,True,"weighting,loss_aversion",0.24945210725853623,0.8320469856262207,48,11,0.0008533597501134693,1.0,common_norm,0.010550731793045998,0.013167815282940865,,0.3149027110652424,0.016149822051871494
random_0_l48_sign-1,0.5037460861689963,1.5,0.3,9.497878162205645,-1.2494345119972057,0.3037224212134194,True,"weighting,loss_aversion",0.2379839985905664,0.20303994417190552,48,48,0.0008119941241737649,1.0,common_norm,0.010550731793045998,0.013167815282940865,,0.31803811657857844,0.013878772933453005
random_0_l50_sign+1,0.5046224844859651,1.5,0.3,9.502043804471233,-1.3203604249340815,0.3014474282972266,True,"weighting,loss_aversion",0.2494813644155808,0.8320469856262207,50,10,0.001083433692659952,1.0,common_norm,0.009979382157325745,0.009397321380674839,,0.3155365486197274,0.014791670202101169
random_0_l50_sign-1,0.5043173489865915,1.5,0.3,9.438723506802816,-1.2394161754996684,0.30454461072739314,True,"weighting,loss_aversion",0.23763092289186621,0.1646268665790558,50,48,0.0008791089581912104,1.0,common_norm,0.009979382157325745,0.009397321380674839,,0.3187624303209137,0.015457115116594816
random_1_l48_sign+1,0.5022716771742285,1.5,0.3,9.4953379661391,-1.276791672558032,0.30387265776656897,True,"weighting,loss_aversion",0.24042201898415455,0.5247492790222168,48,28,0.0010263919830322266,1.0,common_norm,0.0018550488166511059,-0.010754706338047981,,0.3187770093341862,0.01653537719059822
random_1_l48_sign-1,0.5064332683220073,1.4986098140527409,0.3,9.493427953939305,-1.2986961774454493,0.30172221587937376,True,loss_aversion,0.2478934632634655,0.45466122031211853,48,36,0.0009762048721313477,1.0,common_norm,0.0018550488166511059,-0.010754706338047981,,0.3147158684127177,0.014863928232755681
random_1_l50_sign+1,0.5051861087691202,1.5,0.3,9.437308825331908,-1.2373091117491355,0.30495167205255536,True,"weighting,loss_aversion",0.23500034622065252,0.5245915651321411,50,27,0.0010057687759399414,1.0,common_norm,0.0058726659044623375,-0.010725903324782848,,0.3199707874145312,0.014062941257558125
random_1_l50_sign-1,0.5039643645766901,1.5,0.3,9.533247375490692,-1.326476443922504,0.30084444378955777,True,"weighting,loss_aversion",0.2525382640159116,0.439694881439209,50,39,0.0010762214660644531,1.0,common_norm,0.0058726659044623375,-0.010725903324782848,,0.31375942063652573,0.012771859050429591
random_2_l48_sign+1,0.5036214220361998,1.5,0.3,9.487800887911602,-1.2464953431086077,0.3025814618366851,True,"weighting,loss_aversion",0.24040178680274807,0.43788790702819824,48,30,0.0008850694230240208,1.0,common_norm,-0.008592973463237286,0.010526765137910843,,0.3177796806539506,0.012806596773971043
random_2_l48_sign-1,0.5052970661174889,1.496243765901675,0.3,9.565349481115708,-1.3088240477357656,0.3022608470225512,True,loss_aversion,0.24614605712106005,0.5002276301383972,48,35,0.0008254647746959165,1.0,common_norm,-0.008592973463237286,0.010526765137910843,,0.31523688693796786,0.015613988494997875
random_2_l50_sign+1,0.5020573509705443,1.5,0.3,9.54154332669359,-1.2963807474443274,0.30192603454213696,True,"weighting,loss_aversion",0.2454695856857345,0.5955301523208618,50,27,0.001012027323962883,1.0,common_norm,-0.009125901386141777,0.017249856144189835,,0.3172816380730326,0.01158337500813872
random_2_l50_sign-1,0.5055762116867885,1.4952600103883282,0.3,9.507354920887948,-1.2804756718586279,0.3020543189011866,True,loss_aversion,0.2415600602671463,0.4076153635978699,50,39,0.001061737600668522,1.0,common_norm,-0.009125901386141777,0.017249856144189835,,0.31559692625418995,0.01449676264454696
reward_probe_l48_sign+1,0.49978830884571745,1.5,0.3,9.591571819576908,-1.3986154557063055,0.2999131512712706,True,"weighting,loss_aversion",0.266173565670109,0.46234115958213806,48,35,0.0010070798380183987,1.0,common_norm,-0.013493670150637627,0.014977182261645794,,0.3125555690648262,0.009764572465164142
reward_probe_l48_sign-1,0.5102049801043053,1.5,0.3,9.29518492269927,-1.1501464058296638,0.3069488347081228,True,"weighting,loss_aversion",0.22176739842672163,0.533101499080658,48,30,0.0008286235741081782,1.0,common_norm,-0.013493670150637627,0.014977182261645794,,0.32189007105187356,0.011189677550867328
reward_probe_l50_sign+1,0.49916520129176795,1.5,0.3,9.631415432528957,-1.4067428134179827,0.29991711985460995,True,"weighting,loss_aversion",0.2645788448592527,0.5000568628311157,50,34,0.001108407974243164,1.0,common_norm,-0.01560676097869873,0.01788817159831524,,0.31291522463753035,0.007433238704414754
reward_probe_l50_sign-1,0.5102173956192081,1.5,0.3,9.317783231762773,-1.1521025944326784,0.3067312068653966,True,"weighting,loss_aversion",0.22545143970294457,0.45659339427948,50,30,0.000997304916381836,1.0,common_norm,-0.01560676097869873,0.01788817159831524,,0.3206124947660297,0.0070838483052124476
sae_readout_highest_cosine_sign+1,0.48627610428636897,1.4067279881285086,0.3,9.573115166449737,-1.407339596057797,0.29774073780954574,True,loss_aversion,0.2715781910368043,0.2945265471935272,50,44,0.00206500377983021,1.0,common_norm,0.16197949647903442,0.0719447135925293,,0.30759413277744435,0.034204648223870496
sae_readout_highest_cosine_sign-1,0.5020608667454803,1.5,0.3,9.097757789081287,-1.103137473532544,0.3142997743992848,True,"weighting,loss_aversion",0.22897589692847287,0.7526534795761108,50,17,0.0014577514054929797,1.0,common_norm,0.16197949647903442,0.0719447135925293,,0.32809945404587515,0.03433758517977066
sae_readout_k10_sign+1,0.4751782402987877,1.3327711478638575,0.3,9.35498548771502,-1.3645676658308787,0.2984236053925668,True,loss_aversion,0.2686752878041557,0.2975558340549469,50,33,0.0011062026683212878,1.0,common_norm,0.3102600872516632,0.09818695485591888,,0.3086674082043622,0.04939795896184133
sae_readout_k10_sign-1,0.5003113620574503,1.5,0.3,8.863618935984862,-1.0490305458052263,0.3184117471361207,True,"weighting,loss_aversion",0.22609023118140428,0.34263285994529724,50,32,0.000980019627810691,1.0,common_norm,0.3102600872516632,0.09818695485591888,,0.3305579314016738,0.031357767178338304
sae_readout_k1_sign+1,0.48481188517255425,1.4320259346976303,0.3,9.705185830386474,-1.511246953912972,0.29105012699115956,True,loss_aversion,0.28794422838317196,0.3210461437702179,50,43,0.002586364437775046,1.0,common_norm,0.19948258996009827,0.0960964635014534,,0.3005570678805457,0.025519562534849903
