feature,scope,sign,target,cosine_to_readout,discovery_ce,discovery_teacher_rmse,min_answer_mass
17838,final,1,neutral,0.06822274625301361,0.9102740335655455,0.35612079207525255,0.9940983057022095
23552,final,-1,combined,-0.001987030729651451,2.7415011120122887,0.3814824929548187,0.9995392560958862
23552,final,-1,neutral,-0.001987030729651451,2.8653979099832534,0.3778910931281134,0.9995392560958862
23552,final,1,combined,-0.001987030729651451,4.338567965230518,0.582965411170797,0.13707783818244934
23552,final,1,neutral,-0.001987030729651451,4.378184354688477,0.5686759385490011,0.13707783818244934
184,final,-1,combined,0.018252460286021233,2.976188693478668,0.35466712252685056,0.9999982714653015
184,final,-1,neutral,0.018252460286021233,3.1651652490248945,0.3618512063205891,0.9999982714653015
184,final,1,combined,0.018252460286021233,2.1275858065498316,0.3455694629221991,0.9999982714653015
184,final,1,neutral,0.018252460286021233,2.211819403685491,0.34580082174920784,0.9999982714653015
4237,final,-1,combined,0.011032581329345703,2.235105597909578,0.33409015747960613,0.9999982714653015
4237,final,-1,neutral,0.011032581329345703,2.405175563336265,0.3456466080049176,0.9999982714653015
4237,final,1,combined,0.011032581329345703,2.9510999847804564,0.35933489308766325,0.9999982714653015
4237,final,1,neutral,0.011032581329345703,3.082683629638517,0.3607579471928692,0.9999982714653015
31935,final,-1,combined,0.0046458556316792965,2.2492501106514875,0.3302938193189429,0.9999982714653015
31935,final,-1,neutral,0.0046458556316792965,2.3272759200299102,0.3326780440035892,0.9999982714653015
31935,final,1,combined,0.0046458556316792965,2.586032689999614,0.34086340967673945,0.9999982714653015
31935,final,1,neutral,0.0046458556316792965,2.7355858060547393,0.34736471601465224,0.9999982714653015
13142,final,-1,combined,0.02037401869893074,2.4799570974260265,0.37549945254232825,0.9999982714653015
13142,final,-1,neutral,0.02037401869893074,2.591952307998807,0.3722358349820704,0.9999982714653015
13142,final,1,combined,0.02037401869893074,1.8773099876028485,0.34172939730458834,0.9999982118606567
13142,final,1,neutral,0.02037401869893074,1.9537973209310704,0.3355945679642431,0.9999982118606567
20117,final,-1,combined,0.01713176630437374,2.140523397889106,0.3512907794245895,0.9999982118606567
20117,final,-1,neutral,0.01713176630437374,2.288197516191344,0.35435098914800905,0.9999982118606567
20117,final,1,combined,0.01713176630437374,2.227155400735476,0.33538171532771827,0.9999982118606567
20117,final,1,neutral,0.01713176630437374,2.2971490523136855,0.33377196693381495,0.9999982118606567
4992,final,-1,combined,0.02289571613073349,2.639096892490189,0.3404781657242504,0.9999982714653015
4992,final,-1,neutral,0.02289571613073349,2.8652698839298574,0.35115592616914004,0.9999982714653015
4992,final,1,combined,0.02289571613073349,2.196901094445537,0.354320251167797,0.9999982714653015
4992,final,1,neutral,0.02289571613073349,2.2795643900826943,0.35465813045050276,0.9999982714653015
47380,final,-1,combined,0.01937602460384369,3.446491038166027,0.3700888316733623,0.9999982714653015
47380,final,-1,neutral,0.01937602460384369,3.647026266371131,0.3674692231232964,0.9999982714653015
47380,final,1,combined,0.01937602460384369,1.9936247944468688,0.31801952219483887,0.9999982714653015
47380,final,1,neutral,0.01937602460384369,2.0944291637508634,0.31995765994740427,0.9999982714653015
11870,all,-1,combined,-0.015661176294088364,1.0206306966573537,0.3009927724003462,0.9999220967292786
11870,all,-1,neutral,-0.015661176294088364,1.0615078077786626,0.29692510561494473,0.9999220967292786
11870,all,1,combined,-0.015661176294088364,3.142362481857307,0.34846047131532726,0.9999982714653015
11870,all,1,neutral,-0.015661176294088364,3.362239915658974,0.3580352931480422,0.9999982714653015
47503,all,-1,combined,0.07667230814695358,4.883693568216864,0.4529430633402416,0.9995517730712891
47503,all,-1,neutral,0.07667230814695358,4.998086650715665,0.4380597550086106,0.9995517730712891
47503,all,1,combined,0.07667230814695358,0.8572739960843069,0.38237901585601264,0.9998276233673096
47503,all,1,neutral,0.07667230814695358,0.8586445361729886,0.3609180810900464,0.9998276233673096
15307,all,-1,combined,0.04720905050635338,3.5757325804294755,0.351430386516726,0.9999979734420776
15307,all,-1,neutral,0.04720905050635338,3.8145910724574095,0.3603279890999083,0.9999979734420776
15307,all,1,combined,0.04720905050635338,0.7197891752891071,0.299508306408905,0.9980994462966919
15307,all,1,neutral,0.04720905050635338,0.7302849388581575,0.27853362865700654,0.9980994462966919
62440,all,-1,combined,-0.044546112418174744,0.6971054313053292,0.25357506390891366,0.9343947172164917
62440,all,-1,neutral,-0.044546112418174744,0.7255537417220368,0.24241159733747183,0.9343947172164917
62440,all,1,combined,-0.044546112418174744,3.0277534940582504,0.3241621891327944,0.9999982714653015
62440,all,1,neutral,-0.044546112418174744,3.1946438754918387,0.32709701399136987,0.9999982714653015
